indice,area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
79,urbana,10150,0,0,0,0,0,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.166667,0.166667,0.25974,0,0.4,0.833333,0,0.833333,0.833333,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.25,1,1,1,1,0.25,0.25,0.5,0.5,0.25,0,0.75,0.25,0.25
80,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.103896,0,0.16,0.666667,0.833333,0.833333,0.833333,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0.5,1,1,1,1,0,0.25,0.25,0.25,0,0,0.75,0.5,0
81,urbana,10150,1,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.155844,0,0.24,0.833333,0,0.833333,0.833333,0.833333,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.5,0,1,0,0
82,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.12987,0,0.18,0.833333,0.833333,0.833333,0.833333,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0,1,1,0,0
83,urbana,10150,0,0,0,0,1,1,0.833333,0.333333,0.333333,0.833333,0,0,0.066667,0.066667,0.12987,0,0.2,0.666667,0,0.833333,0.833333,0.833333,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.75
84,urbana,10150,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0,0.12,0,0.833333,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0.5,0,0,0,0,0,0.25,0,0,0,1,1,0.25,0.5
85,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0.051948,0,0.08,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5,1,1,1,1,1,1,0,1,1,1,0.5,1,1,1,1,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5
86,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0,0.08,0,0,0.833333,0.833333,0.833333,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0.75,1,1,1,1,0,0,0,0,0,0.25,1,0.5,0
87,urbana,10150,1,0,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.025974,0,0.04,0,0,0,0,0,0,1,1,0,0.5,0,1,1,1,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
88,urbana,10150,0,0,0,0,0,1,0.833333,0.333333,0.333333,0.333333,0.333333,0.833333,0.083333,0.083333,0.155844,0.085714,0,0.333333,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0.5,0,0.75,0.5,0,1
89,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.311688,0.342857,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0,0.5,0.5,0,0,1,0
90,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
91,urbana,10150,1,0,0,0,1,1,0.833333,0.5,0.5,0.5,0,0,0.066667,0.033333,0.077922,0.042857,0,0.333333,0,0,0.833333,0.833333,0,0,1,0,0,0,1,1,1,1,0,0.5,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
92,urbana,10150,0,1,1,1,1,1,0.5,0.833333,0.833333,0,0,0,0.116667,0.116667,0.233766,0.014286,0.34,0.666667,0.833333,0.833333,0.833333,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0.75,1,1,1,1,0,0.25,0.25,0,0.25,0,0.75,1,0
93,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.155844,0,0.24,0.833333,0,0,0.833333,0.833333,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.5
94,urbana,10150,0,0,0,1,1,1,0.166667,0.5,0.833333,0,0,0,0.1,0.1,0.077922,0,0.12,0,0,0.833333,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0.25,0,1,1,1,0,1,0,0,0,0,0,0,0
95,urbana,10150,0,0,1,1,1,1,0.166667,0.333333,0.833333,0.833333,0,0,0.1,0.1,0.064935,0,0,0.666667,0.833333,1,0.833333,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0.25,1,1,1,1,0,0.25,0,0.5,0.5,0,1,0,0.25
96,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.116883,0,0.18,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0.5,0.25,0.5,0,0,0.25,0.25,0,0
97,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.194805,0.114286,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.25,1,1,1,1,0,0.25,0,1,0.75,1,1,0,0
98,urbana,10150,0,1,0,0,0,0,0.333333,0.833333,0.333333,0.333333,0.333333,0.333333,0.083333,0.083333,0.168831,0,0.24,0.833333,0,1,0.833333,0.833333,0,1,1,0,1,1,1,1,1,1,0,0.5,0,0,0,1,1,1,0,1,1,0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,1
99,urbana,10150,0,1,1,1,1,1,0.166667,0.833333,0.833333,0,0,0,0.033333,0.033333,0.103896,0,0,0.666667,0,0.833333,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0.25,0.75,0,1,0.25
100,urbana,10150,0,0,0,0,1,1,0.833333,0.333333,0.333333,0.833333,0,0,0.133333,0.133333,0.142857,0,0.22,0.333333,0.333333,1,0.333333,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0,0.25
101,urbana,10150,0,0,0,1,1,0,0.833333,0.833333,0.833333,0,0,0.833333,0.1,0.1,0.168831,0,0,0.666667,0,0,0,0.833333,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
102,urbana,10150,0,0,0,0,1,1,0.833333,0.833333,0.833333,0.833333,0,0.833333,0.083333,0.083333,0.207792,0.071429,0.12,0.333333,0.833333,1,0.833333,0.5,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0
103,urbana,10150,0,0,0,0,0,0,0.833333,0.333333,0.333333,0.333333,0.333333,0.333333,0.416667,0.35,0.25974,0,0.28,0.333333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.25,1,1,1,1,0,0.75,0.75,0,0,1,0,0,1
104,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.181818,0.085714,0.04,0,0,0.833333,0.833333,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0.25,1,1,1,1,0,0.25,0,0,0,0.25,0,1,0
105,urbana,10150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0,0.266667,0.266667,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0.5,1,0,1,1,0.25,0,0.25,0.5,0.5,0,0.75,0,1
106,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.207792,0.114286,0,0.666667,0,0.833333,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0,0,0.5,0.5,0.5,0.5,0.5,0.5
107,urbana,10150,0,0,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0,0.064935,0,0.1,0.333333,0,0,0.833333,0.833333,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0.75,0.5,0.75,0.25,0,0,0.5,0
108,urbana,10150,1,0,0,0,0,1,0.833333,0.5,0.5,0.833333,0.5,0,0.066667,0.066667,0.155844,0,0.24,0.333333,0.833333,0.833333,0.833333,0.833333,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
109,urbana,10150,0,0,0,1,1,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.103896,0,0.16,0.333333,0,0,0.833333,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.5,0,0,0,0,0.25,0.5,1,0
110,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
111,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.116667,0,0.194805,0,0.3,0.333333,0,0,0.833333,0.833333,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0.75,1,1,1,1,0,0,0,0.5,0.25,0,0.75,0,0
112,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.333333,0.833333,0.1,0,0.311688,0.171429,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
113,urbana,10150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.103896,0,0.16,0,0,0.833333,0,0.833333,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0.25,1,1,1,1,0,0.75,0,0,0,0,0,0,0
114,urbana,10150,0,0,0,0,1,1,1,0.333333,0.333333,0.333333,0,0,0.066667,0.033333,0.311688,0.171429,0,0.333333,0,0,0.666667,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
115,urbana,10150,0,0,0,0,1,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0,0.168831,0.042857,0.14,0,0,1,0,0.833333,0.833333,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0.25,1,1,1,1,0,0,0,0,0,0.25,0,0,0
116,urbana,10150,0,0,1,1,0,0,0.333333,0.333333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0
117,urbana,10150,0,0,0,0,0,0,0.833333,0.5,0.833333,0.833333,0.833333,0.833333,0,0,0.103896,0,0.16,0,0,0,0.833333,0.833333,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.25,1,1,1,0,0,0,0,0,0,0.25,1,0,0
118,urbana,10150,1,0,0,0,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.066667,0.066667,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0.25,1,1,1,1,0,0.25,0,0.25,0,0,0,0.5,0.25
119,urbana,10150,0,0,0,0,1,0,0.833333,0.333333,0.333333,0.833333,0,0.333333,0.133333,0.133333,0.311688,0.185714,0.08,0.5,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
120,urbana,10150,0,0,0,1,1,1,0.833333,0.833333,0.333333,0.833333,0.833333,0.833333,0.083333,0.083333,0.12987,0,0.2,0,0,0.166667,0.833333,0.666667,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0.5,1,1,1,1,0,0.5,0.5,0,0,0,0.75,0.25,0.25
121,urbana,10150,0,0,0,1,1,1,0.833333,0.333333,0.333333,0,0,0,0.116667,0.116667,0.064935,0,0.1,0.333333,0.333333,0.333333,0.333333,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0.25,1,1,1,1,0.25,0,0.25,0,0,0,0.5,0.5,0.25
122,urbana,10150,0,0,0,1,1,1,1,0.333333,0.333333,0.833333,0,0,0,0,0.090909,0.028571,0.1,0,0.5,0.5,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.75,0.75,1,1,0,0.5,0.25,1
123,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.066667,0.066667,0.077922,0,0.12,0.333333,0,0.833333,0.833333,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0.25,1,1,1,1,0,1,0.25,0,0,0,0.5,0.5,0
124,urbana,10150,0,0,0,0,0,0,1,0.333333,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0.5,0,0
125,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0,0.08,0.833333,0,1,0.833333,0.833333,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0.5,1,1,1,1,0,0.25,0.5,0,0,1,0.5,0.5,0.5
126,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.1,0.1,0.103896,0,0.16,0.666667,0,0.833333,0.833333,0,0,0,0,0,0.5,0,1,1,1,0,0,1,0.5,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
127,urbana,10150,1,1,1,0,0,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.066667,0.066667,0.077922,0.085714,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
128,urbana,10150,0,0,0,0,0,1,0.166667,0.833333,0.833333,0.833333,0.833333,0,0.066667,0.066667,0.025974,0,0.04,0.333333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0.25,0.5,0.25
129,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.077922,0.014286,0.1,0.833333,0,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0.75,1,1,1,1,0.75,0,0,0.25,0.5,0,1,0.5,0.25
130,urbana,10150,0,0,0,0,0,1,0.166667,0.833333,0.833333,0.833333,0.833333,0,0.066667,0.066667,0.051948,0,0.08,0.333333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,0,1,1,0,0,0.5,0,0,0,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0,0,0,0.5,0.25
131,urbana,10150,0,0,0,0,0,1,0.166667,0.833333,0.833333,0.833333,0.833333,0,0.1,0.1,0.077922,0,0.12,0.333333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.5,1,0,1,1,0.25,0.25,0.25,0.25,0.25,0,0,0.5,0.25
132,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.133333,0.133333,0.064935,0,0,0.5,0.833333,0.833333,0,0.5,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0.5,1,1,1,1,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0,0.5
133,urbana,10150,0,0,0,0,0,0,0.833333,0.5,0.5,0.5,0.5,0.5,0.133333,0.133333,0.12987,0.057143,0,0,0,0.833333,0.5,0.833333,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0.5,1,1,1,1,0.25,0.25,0,0.25,0.25,0,0.5,0.25,0.25
134,urbana,10150,0,0,0,0,0,0,0.833333,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.077922,0,0.02,0.833333,0,0.833333,0,0.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0,0.5,0.5,0.5
135,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.077922,0,0.12,0,0.833333,0.833333,0,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0.75,1,1,1,1,0,0.5,0.5,0,0,0,0.25,0,0.5
136,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.2,0.15,0.285714,0.285714,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0.25
137,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.233766,0,0,0.333333,0,0.833333,0.333333,0.833333,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0.5,0.25,0,0,0,0.25,0.25,0.25
138,urbana,10150,0,0,0,0,0,0,0.833333,0.5,0.5,0.5,0.5,0.5,0.133333,0.133333,0.25974,0,0.2,0,0,0.833333,0,0.833333,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0.25,1,1,1,1,0,0.5,0.25,0,0,1,0,0.25,0.25
139,urbana,10150,0,0,0,0,0,0,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.051948,0,0.08,0,0.833333,0.833333,0,0.833333,0,0,0,0,0,1,1,1,1,0,0,0.5,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0.25,0.25,0,0,0,0.25,0,0.5
140,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.033333,0.077922,0.057143,0.02,0.833333,0,0.833333,0.833333,0.833333,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0.25,0.25,0,0.25,0.25,0,0.5,0.25,0.25
141,urbana,10150,0,0,0,0,0,0,0.833333,0.5,0.5,0.5,0.5,0.5,0.133333,0.133333,0.103896,0.014286,0.04,0.833333,0,0.833333,0,0.833333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0.5,1,1,1,1,0.25,0.5,0.5,0.25,0.25,0,0.5,0.25,0.5
142,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.103896,0,0,0,0.833333,0.833333,0,0.833333,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0.25,1,1,1,1,0.25,0.25,0,0.25,0,0,0.25,0.25,0.5
143,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.194805,0,0,0.333333,0.833333,0.833333,0,0.833333,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0.5,0,0,0,0,0.25,0,0.5
144,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.1,0.194805,0,0.18,0,0.833333,0.833333,0,0.833333,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0.25,0.75,0,0,0,0.25,0,0.5
145,urbana,10150,0,0,0,0,0,1,0.166667,0.833333,0.833333,0.333333,0.833333,0,0.1,0.1,0.103896,0,0.16,0.333333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0,0,0,0.5,0.25
146,urbana,10150,0,0,0,0,0,1,0.166667,0.833333,0.833333,0.833333,0.833333,0,0.1,0.1,0.116883,0,0.18,0.333333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0,0,0.5,0.25
147,urbana,10150,0,0,0,0,0,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.066667,0.066667,0.077922,0,0.12,0.333333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0.25,0.25,0.25,0,0.25,0.25,0.25
148,urbana,10150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.285714,0,0,0,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0.5,1,1,1,1,0,0.25,0.25,0,0,0,0.25,0,0.25
149,urbana,10150,0,0,0,0,0,0,0.833333,0.5,0.5,0.5,0.5,0.5,0.066667,0.066667,0.090909,0,0.1,0,0,0.833333,0,0.833333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.5,1,1,1,1,0.25,0.5,0.25,0.25,0,0,0.5,0.25,0.25
150,urbana,10150,0,0,0,0,0,1,0.166667,0.833333,0.833333,0.833333,0.833333,0,0.1,0.1,0.103896,0,0.16,0.333333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0.25,0.25,0.25,0.25,0,0,0.25,0.25
151,urbana,10150,1,1,0,0,1,1,0.833333,0.833333,0.5,0.833333,0,0,0.1,0.1,0.12987,0,0.2,0.666667,0.833333,0.833333,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.25,0,0,0.75,1,0.5,0
152,urbana,10150,1,0,0,1,1,1,0.833333,0.5,0.833333,0.833333,0.833333,0.833333,0,0,0.090909,0,0.14,0,0,0.833333,0.833333,0.833333,0,1,1,0,1,1,1,1,1,0,0,0.5,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0.25,0.25,0.25,0.25,0.75,1,1,0
153,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.155844,0,0,0.333333,0,0.833333,0,0.833333,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0.5
154,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.083333,0.083333,0.12987,0,0.1,0,0.833333,1,0.833333,0,0,1,1,1,0,0,0,0,1,1,0,1,0.5,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.25
155,urbana,10150,0,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.2,0.2,0.181818,0,0,0.333333,0,1,0.5,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0.5,0,0,0,0,0,0,1
156,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0,0,0.066667,0.066667,0.25974,0.214286,0.1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0.25,1,1,1,1,0,0,0,0,0,1,0.5,0,0
157,urbana,10150,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0.064935,0,0.1,0,0.833333,0.833333,0.833333,0.833333,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0,1,1,0,1,1,0,0,0,1,1,0,0.5,1,0,0,1,0,0,0,0,0,0.25,1,0.25,0.5
158,urbana,10150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.1,0.1,0.051948,0,0.06,0,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0.5,1,1,1,1,0,0.5,0.25,0,0,1,1,0,0.5
